name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
los angeles,2025-05-29,70.6,61.5,65.2,70.6,61.5,65.2,55.9,72.2,0,0,0,,0,0,19.7,10.5,240.4,1013.7,56.1,9.9,252.6,21.8,10,10,2025-05-29T05:43:37,2025-05-29T19:57:47,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,SE428,72295603167,F1624,72288023152,CQ070"
los angeles,2025-05-30,82.3,61.8,70.1,81.7,61.8,70,57.2,66.4,0,0,0,,0,0,28.9,13.2,231.9,1013.3,15.9,9.8,328.3,28.5,10,10,2025-05-30T05:43:16,2025-05-30T19:58:24,0.12,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72288593197,72295023174,KBUR,KSMO,SE428,72295603167,KLAX,F1624,72288023152,CQ070"
los angeles,2025-05-31,79.4,62.4,69.2,79.4,62.4,69.2,59.4,72.8,0,0,0,,0,0,21,11.4,245.3,1013.5,42,7.2,321.2,27.5,10,10,2025-05-31T05:42:57,2025-05-31T19:59:00,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-01,78.2,62.2,69.1,78.2,62.2,69.1,57.3,68.1,0,0,0,,0,0,22.8,14.8,242.3,1012.6,30.4,8.7,217.8,18.8,7,10,2025-06-01T05:42:39,2025-06-01T19:59:36,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,SE428,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-02,71.8,61.1,65.8,71.8,61.1,65.8,56.8,73.3,0,0,0,,0,0,22.6,13.1,227.6,1014.2,30.3,9.7,339.2,29.5,10,10,2025-06-02T05:42:23,2025-06-02T20:00:11,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-03,67.6,60.2,63.2,67.6,60.2,63.2,56.9,80.2,0.007,100,8.33,rain,0,0,20.8,11.8,249.1,1014,84.4,9.2,203,17.3,8,10,2025-06-03T05:42:08,2025-06-03T20:00:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KHHR,72295023174,KBUR,KSMO,SE428,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-04,69.2,60.3,63.6,69.2,60.3,63.6,56.8,79.1,0,0,0,rain,0,0,21.9,12.8,241.3,1012.2,79.3,8.8,205.5,17.7,9,10,2025-06-04T05:41:55,2025-06-04T20:01:17,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-05,70.1,61.5,64.3,70.1,61.5,64.3,56.3,75.7,0,0,0,rain,0,0,25.3,13.8,243,1012.3,81,9.6,231.2,19.8,10,10,2025-06-05T05:41:44,2025-06-05T20:01:49,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-06,69.2,60.8,63.5,69.2,60.8,63.5,55.9,76.7,0,0,0,rain,0,0,20.8,14.4,247.4,1013.1,83.3,9.8,230.2,20,10,10,2025-06-06T05:41:34,2025-06-06T20:02:20,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-07,69.1,60.3,63.3,69.1,60.3,63.3,55.3,75.5,0,0,0,rain,0,0,20.8,12.3,240.1,1014.8,78.4,9.7,236.4,20.3,10,10,2025-06-07T05:41:26,2025-06-07T20:02:50,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-08,71,59.3,63.2,71,59.3,63.2,56.5,79.2,0,0,0,rain,0,0,19.7,11.4,233.8,1014.2,77.1,8.9,266.2,22.9,10,10,2025-06-08T05:41:20,2025-06-08T20:03:19,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-09,71.2,60.4,64.4,71.2,60.4,64.4,57.3,78.2,0,0,0,rain,0,0,19.7,10.1,228.6,1013,67.8,7.9,256.8,22.2,10,10,2025-06-09T05:41:15,2025-06-09T20:03:47,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-10,74.1,61.6,66.2,74.1,61.6,66.2,57.7,74.9,0,0,0,rain,0,0,9.2,12.5,232.7,1013.2,60.3,8.1,301.3,26,10,10,2025-06-10T05:41:11,2025-06-10T20:04:14,0.48,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-11,72.6,61.7,65.7,72.6,61.7,65.7,58.6,78.4,0,0,0,rain,0,0,19.7,12.1,241.8,1012.4,72.5,7.5,313.5,26.9,10,10,2025-06-11T05:41:10,2025-06-11T20:04:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-12,73.1,62.5,66.2,73.1,62.5,66.2,58.5,77.1,0,0,0,rain,0,0,19.7,11.4,229.1,1010.8,69.8,8.5,262.5,22.7,10,10,2025-06-12T05:41:09,2025-06-12T20:05:03,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72288593197,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-13,72.8,62.9,67,72.8,62.9,67,58,73.5,0,0,0,rain,0,0,20.8,11.5,237,1010.9,64.4,9.1,315.7,27.3,10,10,2025-06-13T05:41:11,2025-06-13T20:05:27,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72288593197,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-14,75.6,63.1,67.7,75.6,63.1,67.7,58.9,74.1,0,0,0,rain,0,0,21.9,11.9,229.9,1012.1,51.9,8,289.3,25.1,10,10,2025-06-14T05:41:13,2025-06-14T20:05:48,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-15,80.5,61.7,70,81.2,61.7,70,58,67.7,0,0,0,,0,0,27.7,11.4,234.7,1011.7,13,9.5,353.5,30.5,10,10,2025-06-15T05:41:18,2025-06-15T20:06:09,0.66,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-16,80.8,63.2,71.1,80.8,63.2,71.1,57.7,64.4,0,0,0,,0,0,17.2,12.3,244.4,1011.6,12.5,9.3,361,31.2,10,10,2025-06-16T05:41:24,2025-06-16T20:06:28,0.69,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72288593197,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-17,81.7,63.7,72,81.3,63.7,71.9,55.9,58.5,0,0,0,,0,0,24.6,13.2,225.8,1009.8,1,9.5,357.2,30.8,10,10,2025-06-17T05:41:31,2025-06-17T20:06:46,0.73,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-18,80,64.5,71.9,80.5,64.5,71.9,57.7,62.2,0,0,0,,0,0,9.2,11.5,227.3,1009,6.4,9.7,357.3,30.9,10,10,2025-06-18T05:41:39,2025-06-18T20:07:03,0.75,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-19,74.3,64.4,68.4,74.3,64.4,68.4,58.6,71.5,0,0,0,,0,0,23,13.6,211.8,1009.9,51.6,9.7,337.5,29.3,10,10,2025-06-19T05:41:50,2025-06-19T20:07:18,0.8,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-20,72.8,63.2,66.9,72.8,63.2,66.9,57.4,72,0,0,0,rain,0,0,20.5,13.6,230,1010,55.3,9,260.3,22.3,10,10,2025-06-20T05:42:01,2025-06-20T20:07:32,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-21,71.3,63.3,66.5,71.3,63.3,66.5,55.1,67,0,0,0,rain,0,0,20.8,13.2,208.4,1010.5,60.4,9.8,229.1,19.8,9,10,2025-06-21T05:42:14,2025-06-21T20:07:44,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-22,74.9,60.6,67.4,74.9,60.6,67.4,55.2,65.7,0,0,0,,0,0,26.2,12.2,215.3,1012,14.7,9.8,350.4,30.3,10,10,2025-06-22T05:42:28,2025-06-22T20:07:55,0.91,Clear,Clear conditions throughout the day.,clear-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-23,73.6,63.1,66.9,73.6,63.1,66.9,56.4,69.8,0,0,0,,0,0,19.7,12.5,202.2,1012.9,43.7,9.8,325.5,28.1,10,10,2025-06-23T05:42:44,2025-06-23T20:08:04,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,F1624,72288023152,CQ070"
los angeles,2025-06-24,70.4,62.6,65.3,70.4,62.6,65.3,56.1,72.3,0,0,0,,0,0,21.9,13.6,231.1,1014.8,77.6,9.8,259.2,22.4,10,10,2025-06-24T05:43:01,2025-06-24T20:08:12,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KHHR,72288593197,72295023174,KBUR,KSMO,AT259,72295603167,KLAX,F1624,72288023152,CQ070"
los angeles,2025-06-25,73,62.2,66.6,73,62.2,66.6,57.1,72.2,0,0,0,,0,0,25.3,12.3,247.3,1014.3,56.4,9.7,287.2,24.7,10,10,2025-06-25T05:43:19,2025-06-25T20:08:18,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,72295023174,KBUR,KSMO,AT259,72295603167,KLAX,F1624,72288023152,CQ070,KLGB"
los angeles,2025-06-26,73.8,62.3,67,73.8,62.3,67,58.9,75.7,0,0,0,rain,0,0,19.7,12,238.5,1013,63.3,8.7,314.5,27.1,10,10,2025-06-26T05:43:39,2025-06-26T20:08:23,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,KBUR,KSMO,AT259,KLAX,F1624,CQ070,KLGB"
los angeles,2025-06-27,81.1,63,70,80.6,63,70,57.6,67.5,0,0,0,,0,0,13.9,10.3,236.4,1012.8,47,7.8,322.1,27.9,10,10,2025-06-27T05:43:59,2025-06-27T20:08:26,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KHHR,KBUR,KSMO,AT259,KLAX,F1624,CQ070,KLGB"
